2020.09.10-10.31.07,v1.06-1-g6e06c66,0 , 114 , (11 20 7 1 6) , 120 , ((6 * 20) - (7 - 1)) , 6
2020.09.10-10.31.07,v1.06-1-g6e06c66,1 , 114 , (11 20 7 1 6) , 387 , ((6 * 20) - (7 - 1)) , 31
2020.09.10-10.31.07,v1.06-1-g6e06c66,2 , 114 , (11 20 7 1 6) , 1097 , ((6 * 20) - (7 - 1)) , 199
2020.09.10-10.31.07,v1.06-1-g6e06c66,3 , 114 , (11 20 7 1 6) , 65 , ((6 * 20) - (7 - 1)) , 0
2020.09.10-10.31.07,v1.06-1-g6e06c66,4 , 114 , (11 20 7 1 6) , 509 , ((20 * 6) - (7 - 1)) , 72
2020.09.10-10.31.07,v1.06-1-g6e06c66,5 , 114 , (11 20 7 1 6) , 1521 , ((6 * 20) - 6) , 257
2020.09.10-10.31.07,v1.06-1-g6e06c66,6 , 114 , (11 20 7 1 6) , 838 , ((6 * 20) - (7 - 1)) , 114
2020.09.10-10.31.07,v1.06-1-g6e06c66,7 , 114 , (11 20 7 1 6) , 2000 , none,  375
2020.09.10-10.31.07,v1.06-1-g6e06c66,8 , 114 , (11 20 7 1 6) , 1127 , ((20 * 6) - (7 - 1)) , 249
2020.09.10-10.31.07,v1.06-1-g6e06c66,9 , 114 , (11 20 7 1 6) , 359 , ((20 * 6) - (7 - 1)) , 57
2020.09.10-10.31.07,v1.06-1-g6e06c66,10 , 114 , (11 20 7 1 6) , 819 , ((20 * 6) - (7 - 1)) , 69
2020.09.10-10.31.07,v1.06-1-g6e06c66,11 , 114 , (11 20 7 1 6) , 169 , ((6 * 20) - (7 - 1)) , 33
2020.09.10-10.31.07,v1.06-1-g6e06c66,12 , 114 , (11 20 7 1 6) , 725 , ((20 * 6) - (7 - 1)) , 106
2020.09.10-10.31.07,v1.06-1-g6e06c66,13 , 114 , (11 20 7 1 6) , 935 , ((20 * 6) - (7 - 1)) , 163
2020.09.10-10.31.07,v1.06-1-g6e06c66,14 , 114 , (11 20 7 1 6) , 99 , ((20 * 6) - (7 - 1)) , 0
2020.09.10-10.31.07,v1.06-1-g6e06c66,15 , 114 , (11 20 7 1 6) , 2000 , none,  229
2020.09.10-10.31.07,v1.06-1-g6e06c66,16 , 114 , (11 20 7 1 6) , 457 , ((20 * 6) - (7 - 1)) , 89
2020.09.10-10.31.07,v1.06-1-g6e06c66,17 , 114 , (11 20 7 1 6) , 526 , ((20 * 6) - (7 - 1)) , 48
2020.09.10-10.31.07,v1.06-1-g6e06c66,18 , 114 , (11 20 7 1 6) , 238 , ((6 * 20) - (7 - 1)) , 23
2020.09.10-10.31.07,v1.06-1-g6e06c66,19 , 114 , (11 20 7 1 6) , 106 , ((6 * 20) - 6) , 17
2020.09.10-10.31.07,v1.06-1-g6e06c66,20 , 114 , (11 20 7 1 6) , 309 , ((20 * 6) - (7 - 1)) , 36
2020.09.10-10.31.07,v1.06-1-g6e06c66,21 , 114 , (11 20 7 1 6) , 274 , ((6 * 20) - (7 - 1)) , 45
