0 , 116 , (20 2 16 14 6) , 1831 , ((6 * 16) + 20)
1 , 116 , (20 2 16 14 6) , 5021 , ((6 * 16) + 20)
2 , 116 , (20 2 16 14 6) , 10000 , none
3 , 116 , (20 2 16 14 6) , 2284 , ((6 * 16) + 20)
4 , 116 , (20 2 16 14 6) , 4679 , ((6 * 16) + 20)
5 , 116 , (20 2 16 14 6) , 3498 , ((16 * 6) + 20)
6 , 116 , (20 2 16 14 6) , 9657 , ((6 * 16) + 20)
7 , 116 , (20 2 16 14 6) , 6664 , ((16 * 6) + 20)
8 , 116 , (20 2 16 14 6) , 1777 , ((16 * 6) + 20)
9 , 116 , (20 2 16 14 6) , 3779 , ((16 * 6) + 20)
twhume@troubleforsure numbo % lein run -- -t 116 -b 20,2,16,14,6 -i 10000 -c 10000
0 , 116 , (20 2 16 14 6) , 704 , ((16 * 6) + 20)
1 , 116 , (20 2 16 14 6) , 3388 , ((6 * 16) + 20)
2 , 116 , (20 2 16 14 6) , 1459 , ((6 * 16) + 20)
3 , 116 , (20 2 16 14 6) , 2709 , ((16 * 6) + 20)
4 , 116 , (20 2 16 14 6) , 62 , ((6 * 16) + 20)
5 , 116 , (20 2 16 14 6) , 2287 , ((6 * 16) + 20)
6 , 116 , (20 2 16 14 6) , 1960 , ((16 * 6) + 20)
7 , 116 , (20 2 16 14 6) , 3484 , ((16 * 6) + 20)
8 , 116 , (20 2 16 14 6) , 1817 , ((6 * 16) + 20)
9 , 116 , (20 2 16 14 6) , 516 , ((16 * 6) + 20)
10 , 116 , (20 2 16 14 6) , 51 , ((16 * 6) + 20)
11 , 116 , (20 2 16 14 6) , 2230 , ((6 * 16) + 20)
12 , 116 , (20 2 16 14 6) , 1608 , ((6 * 16) + 20)
13 , 116 , (20 2 16 14 6) , 3950 , ((16 * 6) + 20)
14 , 116 , (20 2 16 14 6) , 10000 , none
15 , 116 , (20 2 16 14 6) , 1820 , ((6 * 16) + 20)
16 , 116 , (20 2 16 14 6) , 52 , ((16 * 6) + 20)
17 , 116 , (20 2 16 14 6) , 416 , ((16 * 6) + 20)
18 , 116 , (20 2 16 14 6) , 5557 , ((16 * 6) + 20)
19 , 116 , (20 2 16 14 6) , 3085 , ((6 * 16) + 20)
20 , 116 , (20 2 16 14 6) , 2582 , ((6 * 16) + 20)
21 , 116 , (20 2 16 14 6) , 3752 , ((16 * 6) + 20)
22 , 116 , (20 2 16 14 6) , 536 , ((6 * 16) + 20)
23 , 116 , (20 2 16 14 6) , 2120 , ((16 * 6) + 20)
24 , 116 , (20 2 16 14 6) , 385 , ((6 * 16) + 20)
25 , 116 , (20 2 16 14 6) , 1171 , ((6 * 16) + 20)
26 , 116 , (20 2 16 14 6) , 2660 , ((16 * 6) + 20)
27 , 116 , (20 2 16 14 6) , 2009 , ((16 * 6) + 20)
28 , 116 , (20 2 16 14 6) , 1756 , ((6 * 16) + 20)
29 , 116 , (20 2 16 14 6) , 871 , ((16 * 6) + 20)
30 , 116 , (20 2 16 14 6) , 278 , ((6 * 16) + 20)
31 , 116 , (20 2 16 14 6) , 1276 , ((16 * 6) + 20)
32 , 116 , (20 2 16 14 6) , 3763 , ((16 * 6) + 20)
33 , 116 , (20 2 16 14 6) , 687 , ((16 * 6) + 20)
34 , 116 , (20 2 16 14 6) , 646 , ((6 * 16) + 20)
35 , 116 , (20 2 16 14 6) , 235 , ((6 * 16) + 20)
36 , 116 , (20 2 16 14 6) , 2044 , ((16 * 6) + 20)
37 , 116 , (20 2 16 14 6) , 4786 , ((6 * 16) + 20)
38 , 116 , (20 2 16 14 6) , 483 , ((16 * 6) + 20)
39 , 116 , (20 2 16 14 6) , 1949 , ((16 * 6) + 20)
40 , 116 , (20 2 16 14 6) , 3279 , ((6 * 16) + 20)
41 , 116 , (20 2 16 14 6) , 895 , ((16 * 6) + 20)
42 , 116 , (20 2 16 14 6) , 2935 , ((16 * 6) + 20)
43 , 116 , (20 2 16 14 6) , 1100 , ((16 * 6) + 20)
44 , 116 , (20 2 16 14 6) , 1848 , ((6 * 16) + 20)
45 , 116 , (20 2 16 14 6) , 6719 , ((16 * 6) + 20)
46 , 116 , (20 2 16 14 6) , 4877 , ((16 * 6) + 20)
47 , 116 , (20 2 16 14 6) , 749 , ((6 * 16) + 20)
48 , 116 , (20 2 16 14 6) , 1566 , ((16 * 6) + 20)
49 , 116 , (20 2 16 14 6) , 4852 , ((6 * 16) + 20)
50 , 116 , (20 2 16 14 6) , 1144 , ((16 * 6) + 20)
51 , 116 , (20 2 16 14 6) , 4202 , ((16 * 6) + 20)
52 , 116 , (20 2 16 14 6) , 2644 , ((6 * 16) + 20)
53 , 116 , (20 2 16 14 6) , 450 , ((6 * 16) + 20)
54 , 116 , (20 2 16 14 6) , 4332 , ((16 * 6) + 20)
55 , 116 , (20 2 16 14 6) , 4819 , ((6 * 16) + 20)
56 , 116 , (20 2 16 14 6) , 252 , ((6 * 16) + 20)
57 , 116 , (20 2 16 14 6) , 1590 , ((6 * 16) + 20)
58 , 116 , (20 2 16 14 6) , 1257 , ((16 * 6) + 20)
59 , 116 , (20 2 16 14 6) , 3156 , ((6 * 16) + 20)
60 , 116 , (20 2 16 14 6) , 40 , ((16 * 6) + 20)
61 , 116 , (20 2 16 14 6) , 1969 , ((16 * 6) + 20)
62 , 116 , (20 2 16 14 6) , 1990 , ((16 * 6) + 20)
63 , 116 , (20 2 16 14 6) , 197 , ((16 * 6) + 20)
64 , 116 , (20 2 16 14 6) , 3015 , ((16 * 6) + 20)
65 , 116 , (20 2 16 14 6) , 2538 , ((6 * 16) + 20)
66 , 116 , (20 2 16 14 6) , 2074 , ((16 * 6) + 20)
67 , 116 , (20 2 16 14 6) , 59 , ((16 * 6) + 20)
68 , 116 , (20 2 16 14 6) , 1033 , ((16 * 6) + 20)
69 , 116 , (20 2 16 14 6) , 419 , ((16 * 6) + 20)
70 , 116 , (20 2 16 14 6) , 1507 , ((16 * 6) + 20)
71 , 116 , (20 2 16 14 6) , 711 , ((6 * 16) + 20)
72 , 116 , (20 2 16 14 6) , 2050 , ((16 * 6) + 20)
73 , 116 , (20 2 16 14 6) , 2915 , ((6 * 16) + 20)
74 , 116 , (20 2 16 14 6) , 8787 , ((6 * 16) + 20)
75 , 116 , (20 2 16 14 6) , 1801 , ((16 * 6) + 20)
76 , 116 , (20 2 16 14 6) , 1515 , ((16 * 6) + 20)
77 , 116 , (20 2 16 14 6) , 10000 , none
78 , 116 , (20 2 16 14 6) , 905 , ((16 * 6) + 20)
79 , 116 , (20 2 16 14 6) , 179 , ((16 * 6) + 20)
80 , 116 , (20 2 16 14 6) , 7083 , ((16 * 6) + 20)
81 , 116 , (20 2 16 14 6) , 1058 , ((6 * 16) + 20)
82 , 116 , (20 2 16 14 6) , 6465 , ((6 * 16) + 20)
83 , 116 , (20 2 16 14 6) , 54 , ((6 * 16) + 20)
84 , 116 , (20 2 16 14 6) , 488 , ((6 * 16) + 20)
85 , 116 , (20 2 16 14 6) , 509 , ((6 * 16) + 20)
86 , 116 , (20 2 16 14 6) , 2466 , ((16 * 6) + 20)
87 , 116 , (20 2 16 14 6) , 500 , ((6 * 16) + 20)
88 , 116 , (20 2 16 14 6) , 9535 , ((16 * 6) + 20)
89 , 116 , (20 2 16 14 6) , 1542 , ((16 * 6) + 20)
90 , 116 , (20 2 16 14 6) , 600 , ((6 * 16) + 20)
91 , 116 , (20 2 16 14 6) , 846 , ((16 * 6) + 20)
92 , 116 , (20 2 16 14 6) , 748 , ((16 * 6) + 20)
93 , 116 , (20 2 16 14 6) , 2845 , ((6 * 16) + 20)
94 , 116 , (20 2 16 14 6) , 695 , ((6 * 16) + 20)
95 , 116 , (20 2 16 14 6) , 5993 , ((16 * 6) + 20)
96 , 116 , (20 2 16 14 6) , 3013 , ((16 * 6) + 20)
97 , 116 , (20 2 16 14 6) , 2720 , ((6 * 16) + 20)
98 , 116 , (20 2 16 14 6) , 1269 , ((6 * 16) + 20)
99 , 116 , (20 2 16 14 6) , 2002 , ((16 * 6) + 20)
100 , 116 , (20 2 16 14 6) , 826 , ((16 * 6) + 20)
101 , 116 , (20 2 16 14 6) , 913 , ((6 * 16) + 20)
102 , 116 , (20 2 16 14 6) , 780 , ((16 * 6) + 20)
103 , 116 , (20 2 16 14 6) , 631 , ((6 * 16) + 20)
104 , 116 , (20 2 16 14 6) , 3998 , ((6 * 16) + 20)
105 , 116 , (20 2 16 14 6) , 270 , ((16 * 6) + 20)
106 , 116 , (20 2 16 14 6) , 10000 , none
107 , 116 , (20 2 16 14 6) , 896 , ((6 * 16) + 20)
108 , 116 , (20 2 16 14 6) , 3820 , ((16 * 6) + 20)
109 , 116 , (20 2 16 14 6) , 1103 , ((16 * 6) + 20)
