2020.07.30-21.34.19,v1.02,0 , 114 , (11 20 7 1 6) , 288 , ((20 * 6) - (7 - 1))
2020.07.30-21.34.19,v1.02,1 , 114 , (11 20 7 1 6) , 1548 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,2 , 114 , (11 20 7 1 6) , 1709 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,3 , 114 , (11 20 7 1 6) , 2417 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,4 , 114 , (11 20 7 1 6) , 822 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,5 , 114 , (11 20 7 1 6) , 647 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,6 , 114 , (11 20 7 1 6) , 509 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,7 , 114 , (11 20 7 1 6) , 738 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,8 , 114 , (11 20 7 1 6) , 130 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,9 , 114 , (11 20 7 1 6) , 172 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,10 , 114 , (11 20 7 1 6) , 195 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,11 , 114 , (11 20 7 1 6) , 99 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,12 , 114 , (11 20 7 1 6) , 164 , ((20 * 6) - (7 - 1))
2020.07.30-21.34.19,v1.02,13 , 114 , (11 20 7 1 6) , 72 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,14 , 114 , (11 20 7 1 6) , 360 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,15 , 114 , (11 20 7 1 6) , 179 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,16 , 114 , (11 20 7 1 6) , 180 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,17 , 114 , (11 20 7 1 6) , 1338 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,18 , 114 , (11 20 7 1 6) , 900 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,19 , 114 , (11 20 7 1 6) , 174 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,20 , 114 , (11 20 7 1 6) , 71 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,21 , 114 , (11 20 7 1 6) , 325 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,22 , 114 , (11 20 7 1 6) , 514 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,23 , 114 , (11 20 7 1 6) , 1158 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,24 , 114 , (11 20 7 1 6) , 475 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,25 , 114 , (11 20 7 1 6) , 2620 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,26 , 114 , (11 20 7 1 6) , 93 , ((20 * 6) - (7 - 1))
2020.07.30-21.34.19,v1.02,27 , 114 , (11 20 7 1 6) , 628 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,28 , 114 , (11 20 7 1 6) , 108 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,29 , 114 , (11 20 7 1 6) , 1315 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,30 , 114 , (11 20 7 1 6) , 972 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,31 , 114 , (11 20 7 1 6) , 174 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,32 , 114 , (11 20 7 1 6) , 319 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,33 , 114 , (11 20 7 1 6) , 140 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,34 , 114 , (11 20 7 1 6) , 176 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,35 , 114 , (11 20 7 1 6) , 271 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,36 , 114 , (11 20 7 1 6) , 102 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,37 , 114 , (11 20 7 1 6) , 864 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,38 , 114 , (11 20 7 1 6) , 273 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,39 , 114 , (11 20 7 1 6) , 394 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,40 , 114 , (11 20 7 1 6) , 580 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,41 , 114 , (11 20 7 1 6) , 213 , ((6 * 20) - (7 - 1))
2020.07.30-21.34.19,v1.02,42 , 114 , (11 20 7 1 6) , 713 , ((6 * 20) - (7 - 1))
