2020.09.08-13.07.57,v1.05-11-gdf88c32,0 , 114 , (11 20 7 1 6) , 460 , ((6 * 20) - (7 - 1)) , 13
2020.09.08-13.07.57,v1.05-11-gdf88c32,1 , 114 , (11 20 7 1 6) , 227 , ((6 * 20) - (7 - 1)) , 23
2020.09.08-13.07.57,v1.05-11-gdf88c32,2 , 114 , (11 20 7 1 6) , 230 , ((6 * 20) - (7 - 1)) , 37
2020.09.08-13.07.57,v1.05-11-gdf88c32,3 , 114 , (11 20 7 1 6) , 328 , ((6 * 20) - (7 - 1)) , 33
2020.09.08-13.07.57,v1.05-11-gdf88c32,4 , 114 , (11 20 7 1 6) , 121 , ((6 * 20) - (7 - 1)) , 6
2020.09.08-13.07.57,v1.05-11-gdf88c32,5 , 114 , (11 20 7 1 6) , 249 , ((6 * 20) - (7 - 1)) , 52
2020.09.08-13.07.57,v1.05-11-gdf88c32,6 , 114 , (11 20 7 1 6) , 107 , ((6 * 20) - (7 - 1)) , 8
2020.09.08-13.07.57,v1.05-11-gdf88c32,7 , 114 , (11 20 7 1 6) , 516 , ((6 * 20) - (7 - 1)) , 0
2020.09.08-13.07.57,v1.05-11-gdf88c32,8 , 114 , (11 20 7 1 6) , 192 , ((6 * 20) - (7 - 1)) , 0
2020.09.08-13.07.57,v1.05-11-gdf88c32,9 , 114 , (11 20 7 1 6) , 429 , ((6 * 20) - (7 - 1)) , 88
2020.09.08-13.07.57,v1.05-11-gdf88c32,10 , 114 , (11 20 7 1 6) , 741 , ((6 * 20) - (7 - 1)) , 108
2020.09.08-13.07.57,v1.05-11-gdf88c32,11 , 114 , (11 20 7 1 6) , 334 , ((6 * 20) - (7 - 1)) , 0
2020.09.08-13.07.57,v1.05-11-gdf88c32,12 , 114 , (11 20 7 1 6) , 226 , ((6 * 20) - (7 - 1)) , 14
2020.09.08-13.07.57,v1.05-11-gdf88c32,13 , 114 , (11 20 7 1 6) , 370 , ((20 * 6) - (7 - 1)) , 12
2020.09.08-13.07.57,v1.05-11-gdf88c32,14 , 114 , (11 20 7 1 6) , 98 , ((6 * 20) - (7 - 1)) , 5
2020.09.08-13.07.57,v1.05-11-gdf88c32,15 , 114 , (11 20 7 1 6) , 139 , ((6 * 20) - (7 - 1)) , 3
2020.09.08-13.07.57,v1.05-11-gdf88c32,16 , 114 , (11 20 7 1 6) , 249 , ((6 * 20) - (7 - 1)) , 30
2020.09.08-13.07.57,v1.05-11-gdf88c32,17 , 114 , (11 20 7 1 6) , 326 , ((6 * 20) - (7 - 1)) , 0
2020.09.08-13.07.57,v1.05-11-gdf88c32,18 , 114 , (11 20 7 1 6) , 309 , ((6 * 20) - (7 - 1)) , 5
2020.09.08-13.07.57,v1.05-11-gdf88c32,19 , 114 , (11 20 7 1 6) , 591 , ((6 * 20) - (7 - 1)) , 22
2020.09.08-13.07.57,v1.05-11-gdf88c32,20 , 114 , (11 20 7 1 6) , 591 , ((20 * 6) - (7 - 1)) , 59
2020.09.08-13.07.57,v1.05-11-gdf88c32,21 , 114 , (11 20 7 1 6) , 487 , ((6 * 20) - (7 - 1)) , 18
2020.09.08-13.07.57,v1.05-11-gdf88c32,22 , 114 , (11 20 7 1 6) , 90 , ((6 * 20) - (7 - 1)) , 2
2020.09.08-13.07.57,v1.05-11-gdf88c32,23 , 114 , (11 20 7 1 6) , 297 , ((6 * 20) - (7 - 1)) , 25
