2020.11.24-08.39.35,,66 , 87 , (8 3 9 10 7) , 690 , ((9*10)-3)=87 , 147
2020.11.24-08.39.35,,67 , 87 , (8 3 9 10 7) , 735 , ((9*10)-3)=87 , 199
2020.11.24-08.39.35,,68 , 87 , (8 3 9 10 7) , 293 , ((10*8)+7)=87 , 65
2020.11.24-08.39.35,,69 , 87 , (8 3 9 10 7) , 992 , ((9*10)-3)=87 , 238
2020.11.24-08.39.35,,70 , 87 , (8 3 9 10 7) , 390 , ((9*10)-3)=87 , 124
2020.11.24-08.39.35,,71 , 87 , (8 3 9 10 7) , 457 , ((10*9)-3)=87 , 129
2020.11.24-08.39.35,,72 , 87 , (8 3 9 10 7) , 69 , ((10*9)-3)=87 , 12
2020.11.24-08.39.35,,73 , 87 , (8 3 9 10 7) , 537 , ((10*9)-3)=87 , 170
2020.11.24-08.39.35,,74 , 87 , (8 3 9 10 7) , 1252 , ((10*9)-3)=87 , 327
2020.11.24-08.39.35,,75 , 87 , (8 3 9 10 7) , 625 , ((10*9)-3)=87 , 213
2020.11.24-08.39.35,,76 , 87 , (8 3 9 10 7) , 1079 , ((10*8)+7)=87 , 274
2020.11.24-08.39.35,,77 , 87 , (8 3 9 10 7) , 1190 , ((10*8)+7)=87 , 311
2020.11.24-08.39.35,,78 , 87 , (8 3 9 10 7) , 867 , ((10*9)-3)=87 , 251
2020.11.24-08.39.35,,79 , 87 , (8 3 9 10 7) , 527 , ((9*10)-3)=87 , 164
2020.11.24-08.39.35,,80 , 87 , (8 3 9 10 7) , 779 , ((10*8)+7)=87 , 189
2020.11.24-08.39.35,,81 , 87 , (8 3 9 10 7) , 339 , ((8*10)+7)=87 , 55
2020.11.24-08.39.35,,82 , 87 , (8 3 9 10 7) , 51 , ((10*8)+7)=87 , 7
2020.11.24-08.39.35,,83 , 87 , (8 3 9 10 7) , 1458 , ((10*8)+7)=87 , 514
2020.11.24-08.39.35,,84 , 87 , (8 3 9 10 7) , 1226 , ((10*9)-3)=87 , 343
2020.11.24-08.39.35,,85 , 87 , (8 3 9 10 7) , 1304 , ((9*10)-3)=87 , 361
2020.11.24-08.39.35,,86 , 87 , (8 3 9 10 7) , 536 , ((10*7)+(8+9))=87 , 138
2020.11.24-08.39.35,,87 , 87 , (8 3 9 10 7) , 48 , ((10*9)-3)=87 , 0
2020.11.24-08.39.35,,88 , 87 , (8 3 9 10 7) , 499 , ((9*7)+(3*8))=87 , 101
2020.11.24-08.39.35,,89 , 87 , (8 3 9 10 7) , 57 , ((10*9)-3)=87 , 0
2020.11.24-08.39.35,,90 , 87 , (8 3 9 10 7) , 53 , ((8*10)+7)=87 , 0
2020.11.24-08.39.35,,91 , 87 , (8 3 9 10 7) , 1788 , ((10*9)-3)=87 , 507
2020.11.24-08.39.35,,92 , 87 , (8 3 9 10 7) , 1560 , ((10*8)+7)=87 , 485
2020.11.24-08.39.35,,93 , 87 , (8 3 9 10 7) , 928 , ((10*9)-3)=87 , 236
2020.11.24-08.39.35,,94 , 87 , (8 3 9 10 7) , 76 , ((10*9)-3)=87 , 8
2020.11.24-08.39.35,,95 , 87 , (8 3 9 10 7) , 62 , ((10*9)-3)=87 , 0
2020.11.24-08.39.35,,96 , 87 , (8 3 9 10 7) , 90 , ((9*10)-3)=87 , 17
2020.11.24-08.39.35,,97 , 87 , (8 3 9 10 7) , 239 , ((10*8)+7)=87 , 56
2020.11.24-08.39.35,,98 , 87 , (8 3 9 10 7) , 619 , ((10*8)+7)=87 , 200
2020.11.24-08.39.35,,99 , 87 , (8 3 9 10 7) , 295 , ((10*9)-3)=87 , 49
2020.11.24-08.39.35,,0 , 31 , (3 5 24 3 14) , 558 , ((5*(3*3))-14)=31 , 149
2020.11.24-08.39.35,,1 , 31 , (3 5 24 3 14) , 424 , ((3*(3*5))-14)=31 , 108
2020.11.24-08.39.35,,2 , 31 , (3 5 24 3 14) , 2000 , none,  569
2020.11.24-08.39.35,,3 , 31 , (3 5 24 3 14) , 2000 , none,  623
2020.11.24-08.39.35,,4 , 31 , (3 5 24 3 14) , 2000 , none,  625
2020.11.24-08.39.35,,5 , 31 , (3 5 24 3 14) , 1679 , ((3*(3*5))-14)=31 , 518
2020.11.24-08.39.35,,6 , 31 , (3 5 24 3 14) , 2000 , none,  658
