2020.08.18-21.30.24,v1.05-4-g34a40bf,0 , 114 , (11 20 7 1 6) , 869 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,1 , 114 , (11 20 7 1 6) , 1421 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,2 , 114 , (11 20 7 1 6) , 685 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,3 , 114 , (11 20 7 1 6) , 329 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,4 , 114 , (11 20 7 1 6) , 110 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,5 , 114 , (11 20 7 1 6) , 162 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,6 , 114 , (11 20 7 1 6) , 415 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,7 , 114 , (11 20 7 1 6) , 71 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,8 , 114 , (11 20 7 1 6) , 1266 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,9 , 114 , (11 20 7 1 6) , 2000 , none
2020.08.18-21.30.24,v1.05-4-g34a40bf,10 , 114 , (11 20 7 1 6) , 509 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,11 , 114 , (11 20 7 1 6) , 2000 , none
2020.08.18-21.30.24,v1.05-4-g34a40bf,12 , 114 , (11 20 7 1 6) , 578 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,13 , 114 , (11 20 7 1 6) , 684 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,14 , 114 , (11 20 7 1 6) , 348 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,15 , 114 , (11 20 7 1 6) , 62 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,16 , 114 , (11 20 7 1 6) , 911 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,17 , 114 , (11 20 7 1 6) , 407 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,18 , 114 , (11 20 7 1 6) , 1675 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,19 , 114 , (11 20 7 1 6) , 1919 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,20 , 114 , (11 20 7 1 6) , 235 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,21 , 114 , (11 20 7 1 6) , 1062 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,22 , 114 , (11 20 7 1 6) , 386 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,23 , 114 , (11 20 7 1 6) , 437 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,24 , 114 , (11 20 7 1 6) , 1241 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,25 , 114 , (11 20 7 1 6) , 1332 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,26 , 114 , (11 20 7 1 6) , 131 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,27 , 114 , (11 20 7 1 6) , 491 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,28 , 114 , (11 20 7 1 6) , 704 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,29 , 114 , (11 20 7 1 6) , 359 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,30 , 114 , (11 20 7 1 6) , 797 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,31 , 114 , (11 20 7 1 6) , 1597 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,32 , 114 , (11 20 7 1 6) , 461 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,33 , 114 , (11 20 7 1 6) , 179 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,34 , 114 , (11 20 7 1 6) , 427 , ((20 * 6) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,35 , 114 , (11 20 7 1 6) , 1242 , ((6 * 20) - (7 - 1))
2020.08.18-21.30.24,v1.05-4-g34a40bf,36 , 114 , (11 20 7 1 6) , 2000 , none
2020.08.18-21.30.24,v1.05-4-g34a40bf,37 , 114 , (11 20 7 1 6) , 44 , ((6 * 20) - (7 - 1))
