2020.08.03-21.28.04,v1.03-2-g29b4f1e,0 , 114 , (11 20 7 1 6) , 86 , ((20 * 6) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,1 , 114 , (11 20 7 1 6) , 2199 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,2 , 114 , (11 20 7 1 6) , 574 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,3 , 114 , (11 20 7 1 6) , 142 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,4 , 114 , (11 20 7 1 6) , 373 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,5 , 114 , (11 20 7 1 6) , 328 , ((20 * 6) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,6 , 114 , (11 20 7 1 6) , 1684 , ((20 * 6) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,7 , 114 , (11 20 7 1 6) , 1372 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,8 , 114 , (11 20 7 1 6) , 168 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,9 , 114 , (11 20 7 1 6) , 1310 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,10 , 114 , (11 20 7 1 6) , 79 , ((20 * 6) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,11 , 114 , (11 20 7 1 6) , 329 , ((20 * 6) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,12 , 114 , (11 20 7 1 6) , 115 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,13 , 114 , (11 20 7 1 6) , 1504 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,14 , 114 , (11 20 7 1 6) , 1541 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,15 , 114 , (11 20 7 1 6) , 294 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,16 , 114 , (11 20 7 1 6) , 1779 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,17 , 114 , (11 20 7 1 6) , 1158 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,18 , 114 , (11 20 7 1 6) , 1502 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,19 , 114 , (11 20 7 1 6) , 846 , ((6 * 20) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,20 , 114 , (11 20 7 1 6) , 2149 , ((20 * 6) - (7 - 1))
2020.08.03-21.28.04,v1.03-2-g29b4f1e,21 , 114 , (11 20 7 1 6) , 1195 , ((20 * 6) - (7 - 1))
