2020.09.09-09.45.58,v1.06-1-g6e06c66,0 , 114 , (11 20 7 1 6) , 2000 , none,  651
2020.09.09-09.45.58,v1.06-1-g6e06c66,1 , 114 , (11 20 7 1 6) , 2000 , none,  693
2020.09.09-09.45.58,v1.06-1-g6e06c66,2 , 114 , (11 20 7 1 6) , 2000 , none,  661
2020.09.09-09.45.58,v1.06-1-g6e06c66,3 , 114 , (11 20 7 1 6) , 2000 , none,  621
2020.09.09-09.45.58,v1.06-1-g6e06c66,4 , 114 , (11 20 7 1 6) , 2000 , none,  640
2020.09.09-09.45.58,v1.06-1-g6e06c66,5 , 114 , (11 20 7 1 6) , 2000 , none,  600
2020.09.09-09.45.58,v1.06-1-g6e06c66,6 , 114 , (11 20 7 1 6) , 2000 , none,  589
2020.09.09-09.45.58,v1.06-1-g6e06c66,7 , 114 , (11 20 7 1 6) , 2000 , none,  655
2020.09.09-09.45.58,v1.06-1-g6e06c66,8 , 114 , (11 20 7 1 6) , 2000 , none,  589
2020.09.09-09.45.58,v1.06-1-g6e06c66,9 , 114 , (11 20 7 1 6) , 2000 , none,  629
2020.09.09-09.45.58,v1.06-1-g6e06c66,10 , 114 , (11 20 7 1 6) , 2000 , none,  660
2020.09.09-09.45.58,v1.06-1-g6e06c66,11 , 114 , (11 20 7 1 6) , 2000 , none,  622
2020.09.09-09.45.58,v1.06-1-g6e06c66,12 , 114 , (11 20 7 1 6) , 2000 , none,  611
2020.09.09-09.45.58,v1.06-1-g6e06c66,13 , 114 , (11 20 7 1 6) , 2000 , none,  652
2020.09.09-09.45.58,v1.06-1-g6e06c66,14 , 114 , (11 20 7 1 6) , 2000 , none,  663
2020.09.09-09.45.58,v1.06-1-g6e06c66,15 , 114 , (11 20 7 1 6) , 2000 , none,  629
2020.09.09-09.45.58,v1.06-1-g6e06c66,16 , 114 , (11 20 7 1 6) , 2000 , none,  619
2020.09.09-09.45.58,v1.06-1-g6e06c66,17 , 114 , (11 20 7 1 6) , 2000 , none,  625
2020.09.09-09.45.58,v1.06-1-g6e06c66,18 , 114 , (11 20 7 1 6) , 2000 , none,  676
2020.09.09-09.45.58,v1.06-1-g6e06c66,19 , 114 , (11 20 7 1 6) , 2000 , none,  594
2020.09.09-09.45.58,v1.06-1-g6e06c66,20 , 114 , (11 20 7 1 6) , 2000 , none,  652
2020.09.09-09.45.58,v1.06-1-g6e06c66,21 , 114 , (11 20 7 1 6) , 2000 , none,  626
2020.09.09-09.45.58,v1.06-1-g6e06c66,22 , 114 , (11 20 7 1 6) , 2000 , none,  654
2020.09.09-09.45.58,v1.06-1-g6e06c66,23 , 114 , (11 20 7 1 6) , 2000 , none,  667
2020.09.09-09.45.58,v1.06-1-g6e06c66,24 , 114 , (11 20 7 1 6) , 2000 , none,  595
2020.09.09-09.45.58,v1.06-1-g6e06c66,25 , 114 , (11 20 7 1 6) , 2000 , none,  629
2020.09.09-09.45.58,v1.06-1-g6e06c66,26 , 114 , (11 20 7 1 6) , 2000 , none,  637
2020.09.09-09.45.58,v1.06-1-g6e06c66,27 , 114 , (11 20 7 1 6) , 2000 , none,  641
2020.09.09-09.45.58,v1.06-1-g6e06c66,28 , 114 , (11 20 7 1 6) , 2000 , none,  652
2020.09.09-09.45.58,v1.06-1-g6e06c66,29 , 114 , (11 20 7 1 6) , 2000 , none,  596
2020.09.09-09.45.58,v1.06-1-g6e06c66,30 , 114 , (11 20 7 1 6) , 2000 , none,  595
2020.09.09-09.45.58,v1.06-1-g6e06c66,31 , 114 , (11 20 7 1 6) , 2000 , none,  654
2020.09.09-09.45.58,v1.06-1-g6e06c66,32 , 114 , (11 20 7 1 6) , 2000 , none,  581
2020.09.09-09.45.58,v1.06-1-g6e06c66,33 , 114 , (11 20 7 1 6) , 2000 , none,  660
2020.09.09-09.45.58,v1.06-1-g6e06c66,34 , 114 , (11 20 7 1 6) , 2000 , none,  626
2020.09.09-09.45.58,v1.06-1-g6e06c66,35 , 114 , (11 20 7 1 6) , 2000 , none,  685
2020.09.09-09.45.58,v1.06-1-g6e06c66,36 , 114 , (11 20 7 1 6) , 2000 , none,  642
2020.09.09-09.45.58,v1.06-1-g6e06c66,37 , 114 , (11 20 7 1 6) , 2000 , none,  637
2020.09.09-09.45.58,v1.06-1-g6e06c66,38 , 114 , (11 20 7 1 6) , 2000 , none,  654
2020.09.09-09.45.58,v1.06-1-g6e06c66,39 , 114 , (11 20 7 1 6) , 2000 , none,  667
2020.09.09-09.45.58,v1.06-1-g6e06c66,40 , 114 , (11 20 7 1 6) , 2000 , none,  624
2020.09.09-09.45.58,v1.06-1-g6e06c66,41 , 114 , (11 20 7 1 6) , 2000 , none,  656
2020.09.09-09.45.58,v1.06-1-g6e06c66,42 , 114 , (11 20 7 1 6) , 2000 , none,  666
2020.09.09-09.45.58,v1.06-1-g6e06c66,43 , 114 , (11 20 7 1 6) , 2000 , none,  636
2020.09.09-09.45.58,v1.06-1-g6e06c66,44 , 114 , (11 20 7 1 6) , 2000 , none,  626
2020.09.09-09.45.58,v1.06-1-g6e06c66,45 , 114 , (11 20 7 1 6) , 2000 , none,  624
2020.09.09-09.45.58,v1.06-1-g6e06c66,46 , 114 , (11 20 7 1 6) , 2000 , none,  605
2020.09.09-09.45.58,v1.06-1-g6e06c66,47 , 114 , (11 20 7 1 6) , 2000 , none,  586
2020.09.09-09.45.58,v1.06-1-g6e06c66,48 , 114 , (11 20 7 1 6) , 2000 , none,  650
2020.09.09-09.45.58,v1.06-1-g6e06c66,49 , 114 , (11 20 7 1 6) , 2000 , none,  589
2020.09.09-09.45.58,v1.06-1-g6e06c66,50 , 114 , (11 20 7 1 6) , 2000 , none,  684
2020.09.09-09.45.58,v1.06-1-g6e06c66,51 , 114 , (11 20 7 1 6) , 2000 , none,  595
2020.09.09-09.45.58,v1.06-1-g6e06c66,52 , 114 , (11 20 7 1 6) , 2000 , none,  620
2020.09.09-09.45.58,v1.06-1-g6e06c66,53 , 114 , (11 20 7 1 6) , 2000 , none,  564
2020.09.09-09.45.58,v1.06-1-g6e06c66,54 , 114 , (11 20 7 1 6) , 2000 , none,  622
2020.09.09-09.45.58,v1.06-1-g6e06c66,55 , 114 , (11 20 7 1 6) , 2000 , none,  641
2020.09.09-09.45.58,v1.06-1-g6e06c66,56 , 114 , (11 20 7 1 6) , 2000 , none,  622
2020.09.09-09.45.58,v1.06-1-g6e06c66,57 , 114 , (11 20 7 1 6) , 2000 , none,  618
2020.09.09-09.45.58,v1.06-1-g6e06c66,58 , 114 , (11 20 7 1 6) , 2000 , none,  595
2020.09.09-09.45.58,v1.06-1-g6e06c66,59 , 114 , (11 20 7 1 6) , 2000 , none,  638
2020.09.09-09.45.58,v1.06-1-g6e06c66,60 , 114 , (11 20 7 1 6) , 2000 , none,  622
2020.09.09-09.45.58,v1.06-1-g6e06c66,61 , 114 , (11 20 7 1 6) , 2000 , none,  599
2020.09.09-09.45.58,v1.06-1-g6e06c66,62 , 114 , (11 20 7 1 6) , 2000 , none,  661
2020.09.09-09.45.58,v1.06-1-g6e06c66,63 , 114 , (11 20 7 1 6) , 2000 , none,  627
