2020.09.09-09.45.58,v1.06-1-g6e06c66,64 , 114 , (11 20 7 1 6) , 2000 , none,  574
2020.09.09-09.45.58,v1.06-1-g6e06c66,65 , 114 , (11 20 7 1 6) , 2000 , none,  626
2020.09.09-09.45.58,v1.06-1-g6e06c66,66 , 114 , (11 20 7 1 6) , 2000 , none,  600
2020.09.09-09.45.58,v1.06-1-g6e06c66,67 , 114 , (11 20 7 1 6) , 2000 , none,  674
2020.09.09-09.45.58,v1.06-1-g6e06c66,68 , 114 , (11 20 7 1 6) , 2000 , none,  622
2020.09.09-09.45.58,v1.06-1-g6e06c66,69 , 114 , (11 20 7 1 6) , 2000 , none,  654
2020.09.09-09.45.58,v1.06-1-g6e06c66,70 , 114 , (11 20 7 1 6) , 2000 , none,  645
2020.09.09-09.45.58,v1.06-1-g6e06c66,71 , 114 , (11 20 7 1 6) , 2000 , none,  592
2020.09.09-09.45.58,v1.06-1-g6e06c66,72 , 114 , (11 20 7 1 6) , 2000 , none,  669
2020.09.09-09.45.58,v1.06-1-g6e06c66,73 , 114 , (11 20 7 1 6) , 2000 , none,  640
2020.09.09-09.45.58,v1.06-1-g6e06c66,74 , 114 , (11 20 7 1 6) , 2000 , none,  636
2020.09.09-09.45.58,v1.06-1-g6e06c66,75 , 114 , (11 20 7 1 6) , 2000 , none,  591
2020.09.09-09.45.58,v1.06-1-g6e06c66,76 , 114 , (11 20 7 1 6) , 2000 , none,  590
2020.09.09-09.45.58,v1.06-1-g6e06c66,77 , 114 , (11 20 7 1 6) , 2000 , none,  644
2020.09.09-09.45.58,v1.06-1-g6e06c66,78 , 114 , (11 20 7 1 6) , 2000 , none,  646
2020.09.09-09.45.58,v1.06-1-g6e06c66,79 , 114 , (11 20 7 1 6) , 2000 , none,  624
2020.09.09-09.45.58,v1.06-1-g6e06c66,80 , 114 , (11 20 7 1 6) , 2000 , none,  576
2020.09.09-09.45.58,v1.06-1-g6e06c66,81 , 114 , (11 20 7 1 6) , 2000 , none,  634
2020.09.09-09.45.58,v1.06-1-g6e06c66,82 , 114 , (11 20 7 1 6) , 2000 , none,  569
2020.09.09-09.45.58,v1.06-1-g6e06c66,83 , 114 , (11 20 7 1 6) , 2000 , none,  649
2020.09.09-09.45.58,v1.06-1-g6e06c66,84 , 114 , (11 20 7 1 6) , 2000 , none,  625
2020.09.09-09.45.58,v1.06-1-g6e06c66,85 , 114 , (11 20 7 1 6) , 2000 , none,  674
2020.09.09-09.45.58,v1.06-1-g6e06c66,86 , 114 , (11 20 7 1 6) , 2000 , none,  615
2020.09.09-09.45.58,v1.06-1-g6e06c66,87 , 114 , (11 20 7 1 6) , 2000 , none,  597
2020.09.09-09.45.58,v1.06-1-g6e06c66,88 , 114 , (11 20 7 1 6) , 2000 , none,  634
2020.09.09-09.45.58,v1.06-1-g6e06c66,89 , 114 , (11 20 7 1 6) , 2000 , none,  577
2020.09.09-09.45.58,v1.06-1-g6e06c66,90 , 114 , (11 20 7 1 6) , 2000 , none,  618
2020.09.09-09.45.58,v1.06-1-g6e06c66,91 , 114 , (11 20 7 1 6) , 2000 , none,  657
2020.09.09-09.45.58,v1.06-1-g6e06c66,92 , 114 , (11 20 7 1 6) , 2000 , none,  613
2020.09.09-09.45.58,v1.06-1-g6e06c66,93 , 114 , (11 20 7 1 6) , 2000 , none,  638
2020.09.09-09.45.58,v1.06-1-g6e06c66,94 , 114 , (11 20 7 1 6) , 2000 , none,  637
2020.09.09-09.45.58,v1.06-1-g6e06c66,95 , 114 , (11 20 7 1 6) , 2000 , none,  562
2020.09.09-09.45.58,v1.06-1-g6e06c66,96 , 114 , (11 20 7 1 6) , 2000 , none,  670
2020.09.09-09.45.58,v1.06-1-g6e06c66,97 , 114 , (11 20 7 1 6) , 2000 , none,  633
2020.09.09-09.45.58,v1.06-1-g6e06c66,98 , 114 , (11 20 7 1 6) , 2000 , none,  553
2020.09.09-09.45.58,v1.06-1-g6e06c66,99 , 114 , (11 20 7 1 6) , 2000 , none,  606
