2020.08.21-20.59.42,v1.05-4-g34a40bf,0 , 114 , (11 20 7 1 6) , 2000 , none,  1177
2020.08.21-20.59.42,v1.05-4-g34a40bf,1 , 114 , (11 20 7 1 6) , 294 , ((6 * 20) - (7 - 1)) , 156
2020.08.21-20.59.42,v1.05-4-g34a40bf,2 , 114 , (11 20 7 1 6) , 209 , ((20 * 6) - (7 - 1)) , 108
2020.08.21-20.59.42,v1.05-4-g34a40bf,3 , 114 , (11 20 7 1 6) , 1032 , ((6 * 20) - (7 - 1)) , 624
2020.08.21-20.59.42,v1.05-4-g34a40bf,4 , 114 , (11 20 7 1 6) , 402 , ((6 * 20) - (7 - 1)) , 223
2020.08.21-20.59.42,v1.05-4-g34a40bf,5 , 114 , (11 20 7 1 6) , 2000 , none,  1176
2020.08.21-20.59.42,v1.05-4-g34a40bf,6 , 114 , (11 20 7 1 6) , 2000 , none,  1301
2020.08.21-20.59.42,v1.05-4-g34a40bf,7 , 114 , (11 20 7 1 6) , 1105 , ((20 * 6) - (7 - 1)) , 639
2020.08.21-20.59.42,v1.05-4-g34a40bf,8 , 114 , (11 20 7 1 6) , 338 , ((6 * 20) - (7 - 1)) , 180
2020.08.21-20.59.42,v1.05-4-g34a40bf,9 , 114 , (11 20 7 1 6) , 1397 , ((6 * 20) - (7 - 1)) , 841
2020.08.21-20.59.42,v1.05-4-g34a40bf,10 , 114 , (11 20 7 1 6) , 205 , ((6 * 20) - (7 - 1)) , 110
2020.08.21-20.59.42,v1.05-4-g34a40bf,11 , 114 , (11 20 7 1 6) , 707 , ((6 * 20) - (7 - 1)) , 450
2020.08.21-20.59.42,v1.05-4-g34a40bf,12 , 114 , (11 20 7 1 6) , 1813 , ((6 * 20) - (7 - 1)) , 1099
2020.08.21-20.59.42,v1.05-4-g34a40bf,13 , 114 , (11 20 7 1 6) , 1056 , ((6 * 20) - (7 - 1)) , 632
2020.08.21-20.59.42,v1.05-4-g34a40bf,14 , 114 , (11 20 7 1 6) , 1757 , ((6 * 20) - (7 - 1)) , 1063
2020.08.21-20.59.42,v1.05-4-g34a40bf,15 , 114 , (11 20 7 1 6) , 1673 , ((6 * 20) - (7 - 1)) , 1014
2020.08.21-20.59.42,v1.05-4-g34a40bf,16 , 114 , (11 20 7 1 6) , 713 , ((6 * 20) - (7 - 1)) , 387
2020.08.21-20.59.42,v1.05-4-g34a40bf,17 , 114 , (11 20 7 1 6) , 1998 , ((6 * 20) - (7 - 1)) , 1201
2020.08.21-20.59.42,v1.05-4-g34a40bf,18 , 114 , (11 20 7 1 6) , 1524 , ((20 * 6) - (7 - 1)) , 905
2020.08.21-20.59.42,v1.05-4-g34a40bf,19 , 114 , (11 20 7 1 6) , 954 , ((6 * 20) - (7 - 1)) , 580
2020.08.21-20.59.42,v1.05-4-g34a40bf,20 , 114 , (11 20 7 1 6) , 1927 , ((6 * 20) - (7 - 1)) , 1162
2020.08.21-20.59.42,v1.05-4-g34a40bf,21 , 114 , (11 20 7 1 6) , 533 , ((6 * 20) - (7 - 1)) , 306
2020.08.21-20.59.42,v1.05-4-g34a40bf,22 , 114 , (11 20 7 1 6) , 158 , ((6 * 20) - (7 - 1)) , 90
2020.08.21-20.59.42,v1.05-4-g34a40bf,23 , 114 , (11 20 7 1 6) , 941 , ((6 * 20) - (7 - 1)) , 540
2020.08.21-20.59.42,v1.05-4-g34a40bf,24 , 114 , (11 20 7 1 6) , 131 , ((6 * 20) - (7 - 1)) , 62
2020.08.21-20.59.42,v1.05-4-g34a40bf,25 , 114 , (11 20 7 1 6) , 2000 , none,  1183
2020.08.21-20.59.42,v1.05-4-g34a40bf,26 , 114 , (11 20 7 1 6) , 767 , ((6 * 20) - (7 - 1)) , 423
2020.08.21-20.59.42,v1.05-4-g34a40bf,27 , 114 , (11 20 7 1 6) , 2000 , none,  1203
2020.08.21-20.59.42,v1.05-4-g34a40bf,28 , 114 , (11 20 7 1 6) , 407 , ((20 * 6) - (7 - 1)) , 225
2020.08.21-20.59.42,v1.05-4-g34a40bf,29 , 114 , (11 20 7 1 6) , 805 , ((6 * 20) - (7 - 1)) , 488
2020.08.21-20.59.42,v1.05-4-g34a40bf,30 , 114 , (11 20 7 1 6) , 997 , ((20 * 6) - (7 - 1)) , 558
2020.08.21-20.59.42,v1.05-4-g34a40bf,31 , 114 , (11 20 7 1 6) , 408 , ((6 * 20) - (7 - 1)) , 228
2020.08.21-20.59.42,v1.05-4-g34a40bf,32 , 114 , (11 20 7 1 6) , 1169 , ((6 * 20) - (7 - 1)) , 679
2020.08.21-20.59.42,v1.05-4-g34a40bf,33 , 114 , (11 20 7 1 6) , 672 , ((20 * 6) - (7 - 1)) , 395
2020.08.21-20.59.42,v1.05-4-g34a40bf,34 , 114 , (11 20 7 1 6) , 403 , ((6 * 20) - (7 - 1)) , 227
2020.08.21-20.59.42,v1.05-4-g34a40bf,35 , 114 , (11 20 7 1 6) , 714 , ((6 * 20) - (7 - 1)) , 416
2020.08.21-20.59.42,v1.05-4-g34a40bf,36 , 114 , (11 20 7 1 6) , 48 , ((6 * 20) - (7 - 1)) , 0
2020.08.21-20.59.42,v1.05-4-g34a40bf,37 , 114 , (11 20 7 1 6) , 1679 , ((6 * 20) - (7 - 1)) , 998
2020.08.21-20.59.42,v1.05-4-g34a40bf,38 , 114 , (11 20 7 1 6) , 1044 , ((6 * 20) - (7 - 1)) , 625
2020.08.21-20.59.42,v1.05-4-g34a40bf,39 , 114 , (11 20 7 1 6) , 869 , ((6 * 20) - (7 - 1)) , 515
2020.08.21-20.59.42,v1.05-4-g34a40bf,40 , 114 , (11 20 7 1 6) , 1260 , ((6 * 20) - (7 - 1)) , 753
2020.08.21-20.59.42,v1.05-4-g34a40bf,41 , 114 , (11 20 7 1 6) , 329 , ((20 * 6) - (7 - 1)) , 161
2020.08.21-20.59.42,v1.05-4-g34a40bf,42 , 114 , (11 20 7 1 6) , 187 , ((20 * 6) - (7 - 1)) , 84
2020.08.21-20.59.42,v1.05-4-g34a40bf,43 , 114 , (11 20 7 1 6) , 749 , ((6 * 20) - (7 - 1)) , 434
2020.08.21-20.59.42,v1.05-4-g34a40bf,44 , 114 , (11 20 7 1 6) , 727 , ((6 * 20) - (7 - 1)) , 440
2020.08.21-20.59.42,v1.05-4-g34a40bf,45 , 114 , (11 20 7 1 6) , 1135 , ((20 * 6) - (7 - 1)) , 674
2020.08.21-20.59.42,v1.05-4-g34a40bf,46 , 114 , (11 20 7 1 6) , 1068 , ((6 * 20) - (7 - 1)) , 671
2020.08.21-20.59.42,v1.05-4-g34a40bf,47 , 114 , (11 20 7 1 6) , 103 , ((6 * 20) - (7 - 1)) , 35
2020.08.21-20.59.42,v1.05-4-g34a40bf,48 , 114 , (11 20 7 1 6) , 234 , ((6 * 20) - (7 - 1)) , 124
2020.08.21-20.59.42,v1.05-4-g34a40bf,49 , 114 , (11 20 7 1 6) , 419 , ((6 * 20) - (7 - 1)) , 234
2020.08.21-20.59.42,v1.05-4-g34a40bf,50 , 114 , (11 20 7 1 6) , 299 , ((6 * 20) - (7 - 1)) , 180
2020.08.21-20.59.42,v1.05-4-g34a40bf,51 , 114 , (11 20 7 1 6) , 2000 , none,  1142
2020.08.21-20.59.42,v1.05-4-g34a40bf,52 , 114 , (11 20 7 1 6) , 1357 , ((20 * 6) - (7 - 1)) , 798
2020.08.21-20.59.42,v1.05-4-g34a40bf,53 , 114 , (11 20 7 1 6) , 497 , ((6 * 20) - (7 - 1)) , 264
2020.08.21-20.59.42,v1.05-4-g34a40bf,54 , 114 , (11 20 7 1 6) , 347 , ((20 * 6) - (7 - 1)) , 189
2020.08.21-20.59.42,v1.05-4-g34a40bf,55 , 114 , (11 20 7 1 6) , 1872 , ((6 * 20) - (7 - 1)) , 1138
2020.08.21-20.59.42,v1.05-4-g34a40bf,56 , 114 , (11 20 7 1 6) , 179 , ((20 * 6) - (7 - 1)) , 82
2020.08.21-20.59.42,v1.05-4-g34a40bf,57 , 114 , (11 20 7 1 6) , 1134 , ((6 * 20) - (7 - 1)) , 674
2020.08.21-20.59.42,v1.05-4-g34a40bf,58 , 114 , (11 20 7 1 6) , 624 , ((6 * 20) - (7 - 1)) , 359
2020.08.21-20.59.42,v1.05-4-g34a40bf,59 , 114 , (11 20 7 1 6) , 1781 , ((6 * 20) - (7 - 1)) , 1056
2020.08.21-20.59.42,v1.05-4-g34a40bf,60 , 114 , (11 20 7 1 6) , 372 , ((6 * 20) - (7 - 1)) , 198
2020.08.21-20.59.42,v1.05-4-g34a40bf,61 , 114 , (11 20 7 1 6) , 576 , ((6 * 20) - (7 - 1)) , 306
2020.08.21-20.59.42,v1.05-4-g34a40bf,62 , 114 , (11 20 7 1 6) , 1049 , ((6 * 20) - (7 - 1)) , 583
2020.08.21-20.59.42,v1.05-4-g34a40bf,63 , 114 , (11 20 7 1 6) , 2000 , none,  1204
2020.08.21-20.59.42,v1.05-4-g34a40bf,64 , 114 , (11 20 7 1 6) , 265 , ((6 * 20) - (7 - 1)) , 140
2020.08.21-20.59.42,v1.05-4-g34a40bf,65 , 114 , (11 20 7 1 6) , 617 , ((6 * 20) - (7 - 1)) , 388
2020.08.21-20.59.42,v1.05-4-g34a40bf,66 , 114 , (11 20 7 1 6) , 262 , ((6 * 20) - (7 - 1)) , 136
2020.08.21-20.59.42,v1.05-4-g34a40bf,67 , 114 , (11 20 7 1 6) , 318 , ((6 * 20) - (7 - 1)) , 165
2020.08.21-20.59.42,v1.05-4-g34a40bf,68 , 114 , (11 20 7 1 6) , 2000 , none,  1212
2020.08.21-20.59.42,v1.05-4-g34a40bf,69 , 114 , (11 20 7 1 6) , 179 , ((6 * 20) - (7 - 1)) , 82
2020.08.21-20.59.42,v1.05-4-g34a40bf,70 , 114 , (11 20 7 1 6) , 45 , ((6 * 20) - (7 - 1)) , 3
2020.08.21-20.59.42,v1.05-4-g34a40bf,71 , 114 , (11 20 7 1 6) , 1439 , ((20 * 6) - (7 - 1)) , 855
2020.08.21-20.59.42,v1.05-4-g34a40bf,72 , 114 , (11 20 7 1 6) , 407 , ((6 * 20) - (7 - 1)) , 228
2020.08.21-20.59.42,v1.05-4-g34a40bf,73 , 114 , (11 20 7 1 6) , 1241 , ((6 * 20) - (7 - 1)) , 741
2020.08.21-20.59.42,v1.05-4-g34a40bf,74 , 114 , (11 20 7 1 6) , 161 , ((6 * 20) - (7 - 1)) , 93
