2020.09.11-11.33.52,v1.07-3-g9c5ab23,0 , 114 , (11 20 7 1 6) , 368 , ((20*6)-(7-1))=114 , 97
2020.09.11-11.33.52,v1.07-3-g9c5ab23,1 , 114 , (11 20 7 1 6) , 1768 , ((20*6)-(7-1))=114 , 539
2020.09.11-11.33.52,v1.07-3-g9c5ab23,2 , 114 , (11 20 7 1 6) , 200 , ((6*20)-(7-1))=114 , 40
2020.09.11-11.33.52,v1.07-3-g9c5ab23,3 , 114 , (11 20 7 1 6) , 788 , ((6*20)-(7-1))=114 , 221
2020.09.11-11.33.52,v1.07-3-g9c5ab23,4 , 114 , (11 20 7 1 6) , 2000 , none,  643
2020.09.11-11.33.52,v1.07-3-g9c5ab23,5 , 114 , (11 20 7 1 6) , 69 , ((6*20)-(7-1))=114 , 2
2020.09.11-11.33.52,v1.07-3-g9c5ab23,6 , 114 , (11 20 7 1 6) , 424 , ((6*20)-(7-1))=114 , 120
2020.09.11-11.33.52,v1.07-3-g9c5ab23,7 , 114 , (11 20 7 1 6) , 1780 , ((20*6)-(7-1))=114 , 551
2020.09.11-11.33.52,v1.07-3-g9c5ab23,8 , 114 , (11 20 7 1 6) , 2000 , none,  580
2020.09.11-11.33.52,v1.07-3-g9c5ab23,9 , 114 , (11 20 7 1 6) , 229 , ((6*20)-(7-1))=114 , 55
2020.09.11-11.33.52,v1.07-3-g9c5ab23,10 , 114 , (11 20 7 1 6) , 2000 , none,  584
2020.09.11-11.33.52,v1.07-3-g9c5ab23,11 , 114 , (11 20 7 1 6) , 86 , ((20*6)-(7-1))=114 , 0
2020.09.11-11.33.52,v1.07-3-g9c5ab23,12 , 114 , (11 20 7 1 6) , 1500 , ((6*20)-(7-1))=114 , 451
2020.09.11-11.33.52,v1.07-3-g9c5ab23,13 , 114 , (11 20 7 1 6) , 630 , ((20*6)-(7-1))=114 , 221
